"id","event_name_en","event_name_fr","date","door_time","show_time","presenter_en","presenter_fr","optional_title_en","optional_title_fr","description_en","description_fr","age_restricted","seated","ticket_url_disabled","ticket_url_en","ticket_url_fr","ticket_url_alternate_en","ticket_url_alternate_fr","ticket_description_en","ticket_description_fr","media_context_en","media_context_fr","announce_date","ticket_onsale_date","image_url","draft","cancelled","postponed","soldout","free","event_url","slug","fb_event_url","venue__id","venue__name_en","venue__name_fr","venue__map_url","venue__website","venue__address1","venue__address2","venue__zip_code","venue__country","venue__state","venue__city","artists__id","artists__name","artists__website","artists__bio_en","artists__bio_fr","artists__image_url","artists__twitter_url","artists__facebook_url","artists__instagram_url","artists__youtube_tag"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5029","Animals of Distinction","https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=2&ved=2ahUKEwimkoHv-c3iAhUomeAKHcL-CqoQFjABegQIAxAB&url=http%3A%2F%2Fanimalsofdistinction.org%2Fabout&usg=AOvVaw2S7LPrTUPTVtjC5DHAoPPG","","","","","","",""
"4481","","","2019-12-04","00:00:00","20:00:00","","","","","","","1","0","0","https://spectacles.cafecampus.com/evenement/306","https://spectacles.cafecampus.com/evenement/306","","","","","","","2019-09-18 14:22:00","2019-09-18 14:22:00","http://admin.arts2u.ca/uploads/4481.jpg","0","0","0","0","0","https://spectacles.cafecampus.com/evenement/306","hawksley-workman-petit-campus-montreal-2019-12-04-tickets-4481","","13","Petit Campus","Petit Campus","https://maps.google.ca/maps?daddr=57+Rue+Prince+Arthur+Est,+Montreal,+QC+H2X+2Y3&gl=ca&panel=1&fb=1&dirflg=d&geocode=0,45.514480,-73.572298&cid=0,0,2487135412711669425&hq=petit+campus&t=h&z=16","http://www.cafecampus.com/","57 Rue Prince Arthur E.","","H2X 1B4","Canada","Quebec","Montréal","5331","Hawksley Workman","","","","","","","null",""
"4578","","","2019-12-04","18:30:00","19:30:00","Greenland and evenko present","Greenland et evenko présentent","Heavy Montreal presents","Heavy Montréal présente","","","0","0","0","https://www.ticketmaster.ca/event/3100572FE7B549A0?lang=en-ca","https://www.ticketmaster.ca/event/3100572FE7B549A0?lang=fr-ca","","","","","","","2019-09-17 10:00:00","2019-09-20 10:00:00","http://admin.arts2u.ca/uploads/191204_InFlames_500.jpg","0","0","0","0","0","","in-flames-theatre-corona-montreal-2019-12-04-tickets-4578","","12","Théâtre Corona","Théâtre Corona","https://maps.google.ca/maps?q=Théâtre+Corona+Virgin+Mobile,+Notre+Dame+Street+West,+Montreal,+QC&hl=en&ie=UTF8&sll=45.510633,-73.563337&sspn=0.009639,0.018346&oq=theatre+corona&t=h&hq=Théâtre+Corona+Virgin+Mobile,&hnear=Notre+Dame+St+W,+Montreal,+Quebec&z=","http://theatrecoronavirginmobile.com","2490 Rue Notre Dame O","","H3J 1N5","Canada","Quebec","Montréal","639","IN FLAMES","http://inflames.com/","","","","http://www.twitter.com/Inflames_SWE","http://www.facebook.com/inflames","","R9lCXVFCs20"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5450","RED","https://www.thebandred.com/","","","","https://twitter.com/thebandred","https://www.facebook.com/thebandred","https://www.instagram.com/thebandred/",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5611","ARRIVAL OF AUTUMN","https://www.arrivalofautumn.com/","","","","","https://www.facebook.com/ArrivalOfAutumn/","",""
"3754","","","2019-12-05","19:00:00","20:00:00","Greenland & evenko presents","Greenland & evenko présentent","By and By Tour","Tournée ""By and By""","","","0","0","0","https://theatrefairmount.tunestub.com/event.cfm?cart&id=300777","https://theatrefairmount.tunestub.com/event.cfm?cart&id=300777","https://theatrefairmount.tunestub.com/event.cfm?cart&id=300777","https://theatrefairmount.tunestub.com/event.cfm?cart&id=300777","Due to a change in venue availability, Caamp’s show on Thursday December 5th will now be at Le Fairmount. All tickets purchased for L’Astral will be honored.\n<br>Tickets also available at the Fairmount Theatre.\n<br><br>\n<b> VIP includes </b><br>  \n*General admission ticket       <br>                                           \n*VIP early entry into the venue     <br>                                  \n*Limited-edition tour poster signed by Taylor, Evan and Matt      <br>                                       \n*Exclusive Caamp enamel pin set   <br>                                                  \n*Commemorative Caamp laminate  <br>                                              \n*Merchandise shopping before doors open to the general public","Dû a un changement de disponibilité de la salle, le spectacle de Caamp, le jeudi 5 décembre, est maintenant au Théâtre Fairmount. Tout les billets achetés pour L'Astral seront honorés.\n<br>Billets sont aussi disponibles au Théâtre Fairmount.\n<br><br>\n<b>VIP inclut</b><br>  \n*Billet admission général<br>\n*Entrée prioritaire<br>\n*Poster édition limité de la tournée signé par Taylor, Evan et Matt<br>\n*Pin set Caamp exclusif<br>\n*Laminé commémoratif de Caamp<br>\n*Achat de marchandise avant l'ouverture des portes au public","","","2019-05-09 15:00:00","2019-05-17 10:00:00","http://admin.arts2u.ca/uploads/191205-CAAMP_500.jpg","0","0","0","0","0","","caamp-theatre-fairmount-montreal-2019-12-05-tickets-3754","https://www.facebook.com/events/615988798867351/","5","Théâtre Fairmount","Théâtre Fairmount","https://www.google.ca/maps/place/Théâtre+Fairmount/@45.520492,-73.598517,359m/data=!3m1!1e3!4m6!1m3!3m2!1s0x4cc9197f9d5774fb:0x5d151fde94395ca!2zVGjDqcOidHJlIEZhaXJtb3VudA!3m1!1s0x4cc9197f9d5774fb:0x5d151fde94395ca!6m1!1e1","http://theatrefairmount.ca/","5240 ave du Parc","","H2V 4G7","Canada","Quebec","Montréal","4796","CAAMP","http://caamptheband.com/home","","","","https://twitter.com/Caamp","https://www.facebook.com/CaampBoys/","http://instagram.com/caamp","g58hrz7BeBs"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5278","SAVANNAH CONLEY","http://www.savannahconley.com/","","","","http://twitter.com/savannah_conley","http://facebook.com/savannahconleymusic","",""
"4023","FRONTERA","FRONTERA","2019-12-05","00:00:00","20:00:00","Animals of Distinction","","","","","Après la recréation de monumental avec Holy Body Tattoo et Godspeed You! Black Emperor, FRONTERA marque pour la chorégraphe Dana Gingras le retour à une œuvre de grande envergure. Artiste socialement engagée, elle y interroge la notion de frontières — politiques, économiques, métaphoriques — et les jeux de pouvoir en explorant leur impact sur les corps. Fly Pan Am, groupe post­rock culte de la scène montréalaise, en signe la trame musicale, et le réputé collectif britannique United Visual Artists, la scénographie. Dans une physicalité exacerbée, les danseurs gonflés à bloc exaltent une gestuelle intrépide et survoltée. Sur scène, lumières, musique et mouvement sont inextricablement liés, participant à parts égales à la puissante singularité de l’œuvre. FRONTERA est une expérience chorégraphique et scénique d’une implacable cohérence qui bouscule et réinvente les codes. Une œuvre d’art totale.","0","0","0","https://placedesarts.com/fr/evenement/animals-distinction-frontera#tarifs","https://placedesarts.com/fr/evenement/animals-distinction-frontera#tarifs","","","","","","","0000-00-00 00:00:00","0000-00-00 00:00:00","http://admin.arts2u.ca/uploads/animals_of_distinction_c_adrian_morillo.jpg_4_.jpg","0","0","0","0","0","","animals-of-distinction-theatre-maisonneuve-montreal-2019-12-05-tickets-4023","","154","Théâtre Maisonneuve","Théâtre Maisonneuve","https://www.google.ca/search?q=theatre+maisonneuve&oq=theatre+maison&aqs=chrome.0.0l2j69i57j0l3.2359j0j1&sourceid=chrome&ie=UTF-8#","https://placedesarts.com/en/produce-event/th%C3%A9%C3%A2tre-maisonneuve","260 Boulevard de Maisonneuve O","","H2X 1Y9","Canada","Quebec","Montreal","5028","Dana Gingras","http://animalsofdistinction.org","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5029","Animals of Distinction","https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=2&ved=2ahUKEwimkoHv-c3iAhUomeAKHcL-CqoQFjABegQIAxAB&url=http%3A%2F%2Fanimalsofdistinction.org%2Fabout&usg=AOvVaw2S7LPrTUPTVtjC5DHAoPPG","","","","","","",""
"4399","","","2019-12-05","19:00:00","20:00:00","","","An evening with","Une soirée avec","","","0","0","0","https://tickets.evenko.ca/shop/?locale=en-CA&skin=corona&fac=EVENKO#/171228b0-7fba-4e57-aece-4543fd3c9b78","https://tickets.evenko.ca/shop/?locale=fr-CA&skin=corona&fac=EVENKO#/171228b0-7fba-4e57-aece-4543fd3c9b78","","","Tickets are also available at Théâtre Corona","Billets aussi disponibles au Théâtre Corona","","","2019-08-19 10:00:00","2019-08-23 10:00:00","http://admin.arts2u.ca/uploads/191205-Gowan_500.jpg","0","0","0","0","0","https://www.greenland.ca/event/view/gowan-theatre-corona-montreal-2019-12-05-tickets-4399","gowan-theatre-corona-montreal-2019-12-05-tickets-4399","https://www.facebook.com/events/671102153398676/","12","Théâtre Corona","Théâtre Corona","https://maps.google.ca/maps?q=Théâtre+Corona+Virgin+Mobile,+Notre+Dame+Street+West,+Montreal,+QC&hl=en&ie=UTF8&sll=45.510633,-73.563337&sspn=0.009639,0.018346&oq=theatre+corona&t=h&hq=Théâtre+Corona+Virgin+Mobile,&hnear=Notre+Dame+St+W,+Montreal,+Quebec&z=","http://theatrecoronavirginmobile.com","2490 Rue Notre Dame O","","H3J 1N5","Canada","Quebec","Montréal","5255","GOWAN","http://www.gowan.org/","","","","","https://www.facebook.com/officialgowan/","","7iypXh0_mo0"
"4002","","","2019-12-06","20:30:00","21:00:00","Greenland & evenko presents","Greenland & evenko présentent","","","","","1","0","0","https://thepointofsale.com/tickets/tixza-said-the-whale-esco-dec-6-2019-montreal","https://lepointdevente.com/billets/tixza-said-the-whale-esco-dec-6-2019-montreal","","","<br>SAID THE WHALE CASCADIA TOUR : VIP EXPERIENCE<br>\n\nINCLUDES :<br>\n\n-	Exclusive soundcheck performance<br>\n-	Meet & Greet / Photos / Hangout<br>\n-	Personalized and signed tour poster<br>\n-	Vip tour laminate<br>\n-	Embroidered Cascadia socks<br>\n-	A hug from Ben : guaranteed<br>","<br>\nSAID THE WHALE TOURNÉE CASCADIA : EXPÉRIENCE VIP<br>\n\n\nINCLUT :<br>\n\n-	Performance avant spectacle exclusive<br>\n-	Rencontre / Photos / « Hangout »<br>\n-	Poster de la tournée signé et personnalisé<br>\n-	Laminé VIP de la tournée<br>\n-	Bas brodés Cascadia<br>\n-	Un câlin de Ben : garantie<br>","","","2019-06-03 13:00:00","2019-06-05 10:00:00","http://admin.arts2u.ca/uploads/191206_STW_500.jpg","0","0","0","0","0","https://www.greenland.ca/event/view/said-the-whale-bar-spectacle-lescogriffe-montreal-2019-12-06-tickets-4002","said-the-whale-bar-spectacle-lescogriffe-montreal-2019-12-06-tickets-4002","https://www.facebook.com/events/2382699288616768/","86","Bar Spectacle L'Escogriffe","Bar Spectacle L'Escogriffe","https://www.google.ca/maps/place/Escogriffe+Café+Bar+(L')/@45.5238709,-73.5823491,15z/data=!4m5!3m4!1s0x0:0x9919e5b9fa042082!8m2!3d45.5238709!4d-73.5823491","https://www.facebook.com/lescomontreal/"," 4461 St-Denis ","","H2J 2L1","Canada","Quebec","Montreal","44","SAID THE WHALE","http://saidthewhale.com","","","","https://twitter.com/saidthewhale","https://www.facebook.com/saidthewhale","","cPfFUc-8_a4"
"4024","FRONTERA","FRONTERA","2019-12-06","00:00:00","20:00:00","Animals of Distinction","","","","","Après la recréation de monumental avec Holy Body Tattoo et Godspeed You! Black Emperor, FRONTERA marque pour la chorégraphe Dana Gingras le retour à une œuvre de grande envergure. Artiste socialement engagée, elle y interroge la notion de frontières — politiques, économiques, métaphoriques — et les jeux de pouvoir en explorant leur impact sur les corps. Fly Pan Am, groupe post­rock culte de la scène montréalaise, en signe la trame musicale, et le réputé collectif britannique United Visual Artists, la scénographie. Dans une physicalité exacerbée, les danseurs gonflés à bloc exaltent une gestuelle intrépide et survoltée. Sur scène, lumières, musique et mouvement sont inextricablement liés, participant à parts égales à la puissante singularité de l’œuvre. FRONTERA est une expérience chorégraphique et scénique d’une implacable cohérence qui bouscule et réinvente les codes. Une œuvre d’art totale.","0","0","0","https://placedesarts.com/fr/evenement/animals-distinction-frontera#tarifs","https://placedesarts.com/fr/evenement/animals-distinction-frontera#tarifs","","","","","","","0000-00-00 00:00:00","0000-00-00 00:00:00","http://admin.arts2u.ca/uploads/animals_of_distinction_c_adrian_morillo.jpg_4_.jpg","0","0","0","0","0","","animals-of-distinction-theatre-maisonneuve-montreal-2019-12-06-tickets-4024","","154","Théâtre Maisonneuve","Théâtre Maisonneuve","https://www.google.ca/search?q=theatre+maisonneuve&oq=theatre+maison&aqs=chrome.0.0l2j69i57j0l3.2359j0j1&sourceid=chrome&ie=UTF-8#","https://placedesarts.com/en/produce-event/th%C3%A9%C3%A2tre-maisonneuve","260 Boulevard de Maisonneuve O","","H2X 1Y9","Canada","Quebec","Montreal","5028","Dana Gingras","http://animalsofdistinction.org","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5029","Animals of Distinction","https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=2&ved=2ahUKEwimkoHv-c3iAhUomeAKHcL-CqoQFjABegQIAxAB&url=http%3A%2F%2Fanimalsofdistinction.org%2Fabout&usg=AOvVaw2S7LPrTUPTVtjC5DHAoPPG","","","","","","",""
"4288","","","2019-12-06","21:30:00","22:00:00","Greenland & ÎLESONIQ","Greenland & ÎLESONIQ","","","","","1","0","0","https://www.weezevent.com/andrew-bayer-2","https://www.weezevent.com/andrew-bayer-2","","","","","","","2019-07-15 13:00:00","2019-07-19 13:00:00","http://admin.arts2u.ca/uploads/191206_AndrewBayer_500.jpg","0","0","0","0","0","https://www.greenland.ca/event/view/andrew-bayer-societe-des-arts-technologiques-sat-montreal-2019-12-06-tickets-4288","andrew-bayer-societe-des-arts-technologiques-sat-montreal-2019-12-06-tickets-4288","https://www.facebook.com/events/2359906181002887/","23","Société des Arts Technologiques (SAT)","Société des Arts Technologiques (SAT)","https://maps.google.ca/maps?q=1201+Saint+Laurent+Boulevard,+Montreal,+QC+H2X+2S6&hl=en&ie=UTF8&sll=45.509597,-73.56291&sspn=0.01218,0.018024&oq=1201+Saint+Laurent+Boulevard,+Montreal,+QC+H2X+2S6&hnear=1201+Boulevard+Saint-Laurent,+Montréal,+Communauté-Urba","http://sat.qc.ca/","1201 St-Laurent","","H2X 2S6","Canada","Quebec","Montréal","1132","ANDREW BAYER","https://inmylastlife.com/","","","","https://twitter.com/andrewbayer","http://www.facebook.com/bayermusic","","bVDmmnchDzU"
"4638","","","2019-12-06","19:00:00","20:00:00","Les Francos and Greenland Present","Les Francos et Greenland présentent","","","","","0","0","0","","","","","Tickets also available at the Cub Soda box offices.","Billets aussi disponibles aux billetteries du Club Soda.","","","2019-09-24 10:00:00","2019-09-27 10:00:00","http://admin.arts2u.ca/uploads/191206_AndreanneMalette_500.jpg","0","0","0","0","0","https://www.greenland.ca/event/view/andreanne-a-malette-club-soda-montreal-2019-12-06-tickets-4638","andreanne-a-malette-club-soda-montreal-2019-12-06-tickets-4638","https://www.facebook.com/events/1730432283768303/","22","Club Soda","Club Soda","https://maps.google.ca/maps?f=q&source=embed&hl=en&geocode;=&q=1225+st-laurent+montreal&sll=49.891235,-97.15369&sspn=46.07776,109.335938&ie=UTF8&hq;=&hnear=1225+Boulevard+Saint-Laurent,+Montreal,+Communauté-Urbaine-de-Montréal,+Quebec&z=16&ll=45.509491,-73","http://www.clubsoda.ca","1225 St-Laurent","","H2X 2S6","Canada","Quebec","Montréal","5503","ANDRÉANNE A. MALETTE","https://andreanneamalette.com/","","","","https://twitter.com/AndreanneAM","https://www.facebook.com/andreanneamalette","https://www.instagram.com/andreanneam/","IvXGbPbu2xE"
"3959","","","2019-12-07","00:00:00","11:29:00","","","","","","","0","0","0","https://placedesarts.com/en/event/orchestre-symphonique-de-montr%C3%A9al-osm-orgue-et-pain-d%C3%A9pices#tarifs","https://placedesarts.com/en/event/orchestre-symphonique-de-montr%C3%A9al-osm-orgue-et-pain-d%C3%A9pices#tarifs","","","","","","","0000-00-00 00:00:00","0000-00-00 00:00:00","http://admin.arts2u.ca/uploads/3959.jpg","0","0","0","0","0","https://placedesarts.com/en/event/orchestre-symphonique-de-montr%C3%A9al-osm-orgue-et-pain-d%C3%A9pices","orchestre-symphonique-de-montreal-osm-orgue-et-pain-depices-maison-symphonique-montreal-2019-12-07-tickets-3959","","45","Maison Symphonique","Maison Symphonique","https://www.google.ca/maps/place/Orchestre+symphonique+de+Montréal/@45.509424,-73.566722,15z/data=!4m2!3m1!1s0x0:0x704eaa603ffc74d8","http://placedesarts.com/rooms/main-rooms/maison-symphonique-de-montreal.en.html","1600 Rue Saint-Urbain","","H2X 1Z8","Canada","Quebec","Montréal","4974","Orchestre symphonique de Montréal (OSM)- Orgue et pain d'épices","","","","","","","null",""
"4025","FRONTERA","FRONTERA","2019-12-07","00:00:00","20:00:00","Animals of Distinction","","","","","Après la recréation de monumental avec Holy Body Tattoo et Godspeed You! Black Emperor, FRONTERA marque pour la chorégraphe Dana Gingras le retour à une œuvre de grande envergure. Artiste socialement engagée, elle y interroge la notion de frontières — politiques, économiques, métaphoriques — et les jeux de pouvoir en explorant leur impact sur les corps. Fly Pan Am, groupe post­rock culte de la scène montréalaise, en signe la trame musicale, et le réputé collectif britannique United Visual Artists, la scénographie. Dans une physicalité exacerbée, les danseurs gonflés à bloc exaltent une gestuelle intrépide et survoltée. Sur scène, lumières, musique et mouvement sont inextricablement liés, participant à parts égales à la puissante singularité de l’œuvre. FRONTERA est une expérience chorégraphique et scénique d’une implacable cohérence qui bouscule et réinvente les codes. Une œuvre d’art totale.","0","1","0","https://placedesarts.com/fr/evenement/animals-distinction-frontera#tarifs","https://placedesarts.com/fr/evenement/animals-distinction-frontera#tarifs","","","","","Backed by musicians from Fly Pan Am and members of the UK-based collective United Visual Artists (UVA), choreographer Dana Gingras imagines FRONTERA, a new ambitious work that stretches the boundaries of the performing arts. A dazzling, subversive blast of energy!","Entourée des musiciens de Fly Pan Am et du collectif britannique UVA (United Visual Artists), la chorégraphe Dana Gingras imagine FRONTERA, un nouvel opus extra-large qui repousse les limites des arts de la scène. Une impulsion d’énergie fracassante, magnifiquement subversive !","0000-00-00 00:00:00","0000-00-00 00:00:00","http://admin.arts2u.ca/uploads/animals_of_distinction_c_adrian_morillo.jpg_4_.jpg","0","0","0","0","0","","animals-of-distinction-theatre-maisonneuve-montreal-2019-12-07-tickets-4025","","154","Théâtre Maisonneuve","Théâtre Maisonneuve","https://www.google.ca/search?q=theatre+maisonneuve&oq=theatre+maison&aqs=chrome.0.0l2j69i57j0l3.2359j0j1&sourceid=chrome&ie=UTF-8#","https://placedesarts.com/en/produce-event/th%C3%A9%C3%A2tre-maisonneuve","260 Boulevard de Maisonneuve O","","H2X 1Y9","Canada","Quebec","Montreal","5028","Dana Gingras","http://animalsofdistinction.org","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5029","Animals of Distinction","https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=2&ved=2ahUKEwimkoHv-c3iAhUomeAKHcL-CqoQFjABegQIAxAB&url=http%3A%2F%2Fanimalsofdistinction.org%2Fabout&usg=AOvVaw2S7LPrTUPTVtjC5DHAoPPG","","","","","","",""
"4542","","","2019-12-07","18:00:00","19:00:00","evenko & Greenland present","evenko & Greenland présentent","ÎleSoniq presents <br> World Of Slime Tour","ÎleSoniq présente <br> Tournée «World Of Slime»","","","0","1","0","","","","","","","","","2019-08-20 14:00:00","2019-08-23 12:00:00","http://admin.arts2u.ca/uploads/191207_Snails_500.jpg","0","0","0","0","0","","snails-place-bell-laval-2019-12-07-tickets-4542","https://www.facebook.com/events/940315372981110","88","Place Bell","Place Bell","https://www.google.com/maps?ll=45.555895,-73.721598&z=14&t=m&hl=en-US&gl=CA&mapclient=embed&cid=12400176889980186447","https://www.placebell.ca/","1950 Claude-Gagné Road","","H7N 5H9","Canada","Quebec","Laval","1829","SNAILS","https://soundcloud.com/officialsnails","","","","https://twitter.com/snailmusic","https://www.facebook.com/OfficialSnails/","","rvN5dif1n6E"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5395","RUSKO","https://soundcloud.com/rusko","","","","https://twitter.com/ruskoofficial","https://www.facebook.com/ruskoofficial/","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5396","JAYCEEOH","http://jayceeoh.com/","","","","https://twitter.com/jayceeoh","http://www.facebook.com/deejayjayceeoh","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5397","HI I'M GHOST","https://www.hiimghostsound.com/","","","","https://twitter.com/hiimghostsound","https://www.facebook.com/hiimghostsound","",""
"4548","","","2019-12-07","19:30:00","20:30:00","Greenland & evenko presents","Greenland & evenko présentent","The Stars Tour","La Tournée ""Stars""","","","0","0","0","https://thepointofsale.com/tickets/tixza-ria-mae-ministere-dec-07-2019-montreal","https://lepointdevente.com/billets/tixza-ria-mae-ministere-dec-07-2019-montreal","","","","","","","2019-09-03 13:00:00","2019-09-06 10:00:00","http://admin.arts2u.ca/uploads/191207-RiaMae_500.jpg","0","0","0","0","0","https://www.greenland.ca/event/view/ria-mae-le-ministere-montreal-2019-12-07-tickets-4548","ria-mae-le-ministere-montreal-2019-12-07-tickets-4548","https://www.facebook.com/events/392368658131835/","94","Le Ministère","Le Ministère","https://www.google.ca/maps/place/Le+Minist%C3%A8re/@45.5205017,-73.5868064,15z/data=!4m2!3m1!1s0x0:0xc0e509ef0666366f?sa=X&ved=0ahUKEwiQ7em9zYLZAhWlyoMKHQx7BmkQ_BIIkwEwCg","http://leministere.ca","4521 Saint-Laurent","","H2T 1R2","Canada","Quebec","Montreal","2311","RIA MAE","http://www.riamae.com/","","","","https://twitter.com/riaisawake","https://www.facebook.com/riamaemusic/","","vxBy3qiLlik"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5413","MATHEW V","","","","","","https://www.facebook.com/mathewvmusic/","",""
"3524","","","2019-12-08","19:00:00","20:00:00","Jubilation Music Prod. Inc.","","","","This year’s concert reflects 37 years of performances of inspirational music and its programming has a decidedly inclusive touch to it.\n\nThe Choir’s Albums, which span the past 35 years, will be available for purchase at the concert. One is a compilation of the first 25 years of the choir and another, the choir’s first, features its biggest international hit, ‘O Mary Don’t You Weep’.\n\nIn 1996, Artistic Director and founder, Dr. Trevor W. Payne C.M. was invested into the Order of Canada in recognition of his work to introduce and promote gospel music to the Canadian community, for the Choir’s support of numerous charitable causes and for its outreach efforts to the community’s youth population. He has been bestowed the 1994 Dr. Martin Luther King Jr. Achievement Award for his significant achievement to the Black performing arts and for his promotion of gospel music through the Montreal Jubilation Gospel Choir and in 2014 Dr. Payne was honoured in a tribute by the Coloured Women’s Club of Montreal.","","0","0","0","https://placedesarts.com/en/event/c%C3%A9l%C3%A9bration-gospel-2019#tarifs","https://placedesarts.com/en/event/c%C3%A9l%C3%A9bration-gospel-2019#tarifs","","","","","","","0000-00-00 00:00:00","0000-00-00 00:00:00","http://admin.arts2u.ca/uploads/3524.jpg","0","0","0","0","0","https://placedesarts.com/en/event/c%C3%A9l%C3%A9bration-gospel-2019","celebration-gospel-2019-theatre-maisonneuve-montreal-2019-12-08-tickets-3524","","154","Théâtre Maisonneuve","Théâtre Maisonneuve","https://www.google.ca/search?q=theatre+maisonneuve&oq=theatre+maison&aqs=chrome.0.0l2j69i57j0l3.2359j0j1&sourceid=chrome&ie=UTF-8#","https://placedesarts.com/en/produce-event/th%C3%A9%C3%A2tre-maisonneuve","260 Boulevard de Maisonneuve O","","H2X 1Y9","Canada","Quebec","Montreal","4556","Célébration Gospel 2019","","","","","","","null",""
"4455","","","2019-12-08","19:00:00","20:00:00","Greenland & evenko presents","Greenland & evenko présentent","","","","","0","0","0","https://thepointofsale.com/tickets/tixza-hyphen-hyphen-ministere-dec-8-2019-montreal","https://lepointdevente.com/billets/tixza-hyphen-hyphen-ministere-dec-8-2019-montreal","","","","","","","2019-09-10 10:00:00","2019-09-13 10:00:00","http://admin.arts2u.ca/uploads/191208_HyphenHyphen_500.jpg","0","0","0","0","0","https://www.greenland.ca/event/view/hyphen-hyphen-le-ministere-montreal-2019-12-08-tickets-4455","hyphen-hyphen-le-ministere-montreal-2019-12-08-tickets-4455","","94","Le Ministère","Le Ministère","https://www.google.ca/maps/place/Le+Minist%C3%A8re/@45.5205017,-73.5868064,15z/data=!4m2!3m1!1s0x0:0xc0e509ef0666366f?sa=X&ved=0ahUKEwiQ7em9zYLZAhWlyoMKHQx7BmkQ_BIIkwEwCg","http://leministere.ca","4521 Saint-Laurent","","H2T 1R2","Canada","Quebec","Montreal","5303","HYPHEN HYPHEN","http://www.hyphenhyphen-music.com/","","","","https://twitter.com/HYPHENHYPHEN","https://www.facebook.com/HYPHENHYPHEN/","https://www.instagram.com/hyphenhyphen/","PScPZY21m6k"
"4544","","","2019-12-08","20:30:00","21:00:00","Greenland & evenko presents","Greenland & evenko présentent","","","","","1","0","0","https://thepointofsale.com/tickets/tixza-madison-mcferrin-esco-dec-08-2019-montreal","https://lepointdevente.com/billets/tixza-madison-mcferrin-esco-dec-08-2019-montreal","","","","","","","2019-08-27 10:00:00","2019-09-03 10:00:00","http://admin.arts2u.ca/uploads/191208-MadisonMcFerrin_500.jpg","0","0","0","0","0","https://www.greenland.ca/event/view/madison-mcferrin-bar-spectacle-lescogriffe-montreal-2019-12-08-tickets-4544","madison-mcferrin-bar-spectacle-lescogriffe-montreal-2019-12-08-tickets-4544","","86","Bar Spectacle L'Escogriffe","Bar Spectacle L'Escogriffe","https://www.google.ca/maps/place/Escogriffe+Café+Bar+(L')/@45.5238709,-73.5823491,15z/data=!4m5!3m4!1s0x0:0x9919e5b9fa042082!8m2!3d45.5238709!4d-73.5823491","https://www.facebook.com/lescomontreal/"," 4461 St-Denis ","","H2J 2L1","Canada","Quebec","Montreal","5399","MADISON MCFERRIN","http://madisonmcferrin.com/","","","","http://twitter.com/madmcferrin","http://facebook.com/madmcferrinmusic","","Lqlg5G6ACT8"
